File,UR,Test Time
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00216_02Jul2025112009.mat,0.7222909767832465,2025-07-02 11:20:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00218_02Jul2025112915.mat,0.5370755637297756,2025-07-02 11:29:15
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00219_02Jul2025113456.mat,0.6484129035517627,2025-07-02 11:34:56
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00220_02Jul2025113953.mat,0.4503878729214739,2025-07-02 11:39:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00221_02Jul2025114520.mat,0.7364010420847814,2025-07-02 11:45:20
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00222_02Jul2025115018.mat,0.6135563127905809,2025-07-02 11:50:18
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00225_02Jul2025120403.mat,0.7878118574417065,2025-07-02 12:04:03
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00226_02Jul2025120808.mat,0.5950891636533859,2025-07-02 12:08:08
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00228_02Jul2025121620.mat,0.6653339019476798,2025-07-02 12:16:20
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4908_E00229_02Jul2025124039.mat,0.8398640652878923,2025-07-02 12:40:39
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4938_E00410_14Aug2025123053.mat,0.494900577572712,2025-08-14 12:30:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4938_E00428_15Aug2025090134.mat,0.7456706207594956,2025-08-15 09:01:34
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4948_040447_14Aug2025075328.mat,0.7644056340101371,2025-08-14 07:53:28
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040463_18Aug2025081207.mat,0.5377847232482192,2025-08-18 08:12:07
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040494_19Aug2025113438.mat,0.6056260715095392,2025-08-19 11:34:38
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040539_21Aug2025130140.mat,0.734319293689703,2025-08-21 13:01:40
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040542_21Aug2025131318.mat,0.4819250610439545,2025-08-21 13:13:18
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040544_21Aug2025132038.mat,0.5766980612516395,2025-08-21 13:20:38
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040547_22Aug2025111525.mat,0.6493290919091214,2025-08-22 11:15:25
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040550R_22Aug2025121000.mat,0.5096016721132551,2025-08-22 12:10:00
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040550_22Aug2025113844.mat,0.5121377186596534,2025-08-22 11:38:44
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040553_22Aug2025115944.mat,0.6518345468213739,2025-08-22 11:59:44
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040555_22Aug2025124604.mat,0.6171505406588256,2025-08-22 12:46:04
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4952_040556_22Aug2025125228.mat,0.6271812455619575,2025-08-22 12:52:28
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040578_26Aug2025110042.mat,0.4908756588142022,2025-08-26 11:00:42
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040582_26Aug2025112045.mat,0.6157328736500585,2025-08-26 11:20:45
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040606_03Sep2025121010.mat,0.47631336602569063,2025-09-03 12:10:10
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040610_03Sep2025125459.mat,0.6699643323302795,2025-09-03 12:54:59
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040626_04Sep2025103658.mat,0.5553773715459759,2025-09-04 10:36:58
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040634_04Sep2025111331.mat,0.5663914521768004,2025-09-04 11:13:31
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040635_04Sep2025111842.mat,0.6148530777977413,2025-09-04 11:18:42
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040636_04Sep2025112243.mat,0.5255330671588749,2025-09-04 11:22:43
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040640_04Sep2025113836.mat,0.5622733185151177,2025-09-04 11:38:36
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040642_05Sep2025081114.mat,0.6005582051838281,2025-09-05 08:11:14
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040653_05Sep2025085947.mat,0.6052909413596239,2025-09-05 08:59:47
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040675_08Sep2025085228.mat,0.6792610105705347,2025-09-08 08:52:28
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040679_08Sep2025091051.mat,0.66134317176066,2025-09-08 09:10:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4953_040682_08Sep2025092417.mat,0.6451334682654831,2025-09-08 09:24:17
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DRETEST_036616_24Feb2025142505.mat,0.2962048563252875,2025-02-24 14:25:05
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_D_test-1-2_16Feb2024121538.mat,0.45565189063630696,2024-02-16 12:15:38
